index,title,rank,date,artist,url,region,streams,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
340,A Un Passo Dalla Luna,1,2020-07-26,"Rocco Hunt, Ana Mena",https://open.spotify.com/track/3YNcQUeVOpM3SDmwBeGfMK,Italy,550246.0,0.755,0.78,10.0,-5.324,1.0,0.0429,0.39,0.0,0.34,0.897,121.97,167313.0
341,Watermelon Sugar,1,2020-07-26,Harry Styles,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY,Lithuania,5003.0,0.548,0.816,0.0,-4.209,1.0,0.0465,0.122,0.0,0.335,0.557,95.39,174000.0
342,King Kong,1,2021-11-26,"Bossikan, Light",https://open.spotify.com/track/0HUabBApCqvyOWksm6Rk8N,Greece,289945.0,0.744,0.671,1.0,-8.652,1.0,0.387,0.312,0.0,0.456,0.778,140.0,282857.0
343,CINDY,1,2021-09-27,UZI,https://open.spotify.com/track/2MvIexkUblP1QdpBzKot3N,Turkey,577137.0,0.718,0.836,11.0,-4.654,1.0,0.317,0.537,0.0,0.0817,0.391,133.16,119206.0
344,Oh Juliana,1,2020-09-21,Niack,https://open.spotify.com/track/4xWzZmX4K1yyrdtRfbUvjt,Brazil,544705.0,0.799,0.568,6.0,-3.089,1.0,0.25,0.387,0.0,0.0892,0.963,129.63,153078.0
345,W PIĄTKI LEŻĘ W WANNIE,1,2019-08-05,"Taco Hemingway, Dawid Podsiadło",https://open.spotify.com/track/4bpShq8coki3AlMsXuFCDa,Poland,146171.0,0.793,0.496,0.0,-11.091,1.0,0.198,0.743,0.0,0.111,0.269,103.014,220080.0
346,Ateo,1,2021-10-12,"C. Tangana, Nathy Peluso",https://open.spotify.com/track/5xiAfKzE3mbxYbOkUZPR11,Spain,640419.0,0.826,0.74,1.0,-4.45,0.0,0.0368,0.142,2.59e-05,0.175,0.733,130.025,239925.0
347,Caliente,1,2019-07-10,"Mente Fuerte, Hawk, Baghdad",https://open.spotify.com/track/3wjl3uPGckJUAeI5cRG0bZ,Greece,35186.0,0.746,0.647,8.0,-6.082,1.0,0.0827,0.59,0.000224,0.136,0.222,96.964,222004.0
348,Platine o Plomo,1,2021-11-26,"Maes, Booba",https://open.spotify.com/track/3q75DDBcn7RfeMxAmTvJ7d,France,496663.0,0.56,0.545,1.0,-6.596,1.0,0.269,0.0995,1.43e-06,0.087,0.429,138.005,157040.0
349,All The Stars (with SZA),1,2018-02-18,Kendrick Lamar,https://open.spotify.com/track/2Imq77E6CEJR5TPUxlJvTY,Malaysia,41942.0,0.532,0.642,5.0,-4.891,0.0,0.111,0.0548,0.000246,0.0991,0.536,193.016,232187.0
350,Bella,1,2018-02-18,Wolfine,https://open.spotify.com/track/4R55IUi2x7S5ek2SpebOiE,Mexico,607730.0,0.909,0.493,3.0,-6.688,1.0,0.0735,0.128,0.000147,0.127,0.844,94.016,197120.0
351,Symphony (feat. Zara Larsson),1,2017-04-06,Clean Bandit,https://open.spotify.com/track/1x5sYLZiu9r5E43kMlt9f8,Sweden,317127.0,0.707,0.629,0.0,-4.581,0.0,0.0563,0.259,1.6e-05,0.138,0.457,122.863,212459.0
352,Duurt Te Lang,1,2018-11-30,Davina Michelle,https://open.spotify.com/track/2rzZ0IGxgrGUAPwrWn80z7,Netherlands,364797.0,0.638,0.444,7.0,-14.221,1.0,0.196,0.127,0.0,0.0905,0.151,173.707,153527.0
353,"Agua (with J Balvin) - Music From ""Sponge On The Run"" Movie",1,2020-07-26,Tainy,https://open.spotify.com/track/1pqnQ41XbfKjaFu6M0eGJp,Nicaragua,6893.0,0.76,0.658,7.0,-5.275,1.0,0.275,0.162,0.0,0.195,0.565,100.202,157944.0
354,Samma gamla vanliga,1,2021-06-09,A36,https://open.spotify.com/track/4hsTQQgfBnBgtBkTGKWS1G,Sweden,260613.0,0.935,0.474,2.0,-9.525,1.0,0.222,0.393,0.00157,0.07,0.577,111.046,129987.0
355,LA CANCIÓN,1,2019-07-10,"J Balvin, Bad Bunny",https://open.spotify.com/track/0fea68AdmYNygeTGI4RC18,Honduras,16626.0,0.754,0.646,7.0,-5.795,1.0,0.317,0.152,1.85e-05,0.108,0.429,176.089,242573.0
356,Hinar stelpurnar,1,2020-03-17,Floni,https://open.spotify.com/track/12hX6c2jXgOCASJWME3pfy,Iceland,9186.0,0.646,0.721,0.0,-6.432,1.0,0.0311,0.042,0.0,0.0818,0.35,130.134,185227.0
357,Shivers,1,2021-10-12,Ed Sheeran,https://open.spotify.com/track/75MNhvTCCKsST3YqqUiU9r,Sweden,158908.0,0.788,0.859,2.0,-2.724,1.0,0.0856,0.281,0.0,0.0424,0.822,141.02,207853.0
358,MONEY,1,2021-09-27,LISA,https://open.spotify.com/track/7hU3IHwjX150XLoTVmjD0q,Thailand,100659.0,0.831,0.554,1.0,-9.998,0.0,0.218,0.161,6.12e-05,0.152,0.396,140.026,168228.0
359,Heat Waves,1,2021-10-12,Glass Animals,https://open.spotify.com/track/02MWAaffLxlfxAUY7c5dvx,Switzerland,41837.0,0.761,0.525,11.0,-6.9,1.0,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,238805.0
360,Nimet,1,2020-08-26,"Didomido, Eglo G",https://open.spotify.com/track/3917xM4PvycBOYacEeJfXt,Turkey,254054.0,0.722,0.623,11.0,-5.687,0.0,0.0414,0.253,5.64e-06,0.191,0.363,129.898,136731.0
361,IDGAF,1,2018-02-18,Dua Lipa,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr,Indonesia,78292.0,0.836,0.544,7.0,-5.975,1.0,0.0943,0.0403,0.0,0.0824,0.51,97.028,217947.0
362,MY,1,2019-09-03,Samey,https://open.spotify.com/track/1rWrrEAVMu8E0uP9rBFpWo,Slovakia,11250.0,0.501,0.46,1.0,-9.459,0.0,0.283,0.294,0.0,0.0885,0.157,99.563,170700.0
363,New Rules,1,2017-10-24,Dua Lipa,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0,Brazil,317814.0,0.762,0.7,9.0,-6.021,0.0,0.0694,0.00261,1.56e-05,0.153,0.608,116.073,209320.0
364,Robarte un Beso,1,2017-09-24,"Carlos Vives, Sebastian Yatra",https://open.spotify.com/track/4z3GJkrtH97Bj6fRta983T,Ecuador,24446.0,0.748,0.884,10.0,-3.556,1.0,0.0501,0.0902,0.0,0.361,0.678,95.046,193159.0
365,Sunday Best,1,2020-03-17,Surfaces,https://open.spotify.com/track/1Cv1YLb4q0RzL6pybtaMLo,Indonesia,326959.0,0.878,0.525,5.0,-6.832,1.0,0.0578,0.183,0.0,0.0714,0.694,112.022,158571.0
366,Si Es Trucho Es Trucho,1,2021-03-20,"Axel Rulay, Verbo Flow",https://open.spotify.com/track/6wQufshN8RwGazPyDQ0WXM,Dominican Republic,24529.0,0.791,0.774,11.0,-9.436,1.0,0.115,0.0457,0.00147,0.57,0.857,123.019,337842.0
367,More Than You Know,1,2017-08-13,Axwell /\ Ingrosso,https://open.spotify.com/track/3PEgB3fkiojxms35ntsTgs,Germany,325629.0,0.644,0.743,5.0,-5.002,0.0,0.0355,0.034,0.0,0.257,0.544,123.074,203000.0
368,Ik Ga Zwemmen,1,2021-08-20,Mart Hoogkamer,https://open.spotify.com/track/6u5qi5Va5afHWJ18fHjJyi,Netherlands,488700.0,0.471,0.891,1.0,-3.848,1.0,0.142,0.203,0.0,0.332,0.885,200.039,179364.0
369,Aldrei Heim,1,2018-02-18,Aron Can,https://open.spotify.com/track/1BwrZ8tZ3sN7cMqDoQ91hd,Iceland,9715.0,0.788,0.508,7.0,-9.629,1.0,0.0506,0.0352,1.54e-05,0.477,0.268,95.017,196784.0
370,Lối Nhỏ,1,2019-12-23,"Đen, Phương Anh Đào",https://open.spotify.com/track/22F7P7QnaVspdf5rKveBaS,Vietnam,18386.0,0.634,0.476,4.0,-7.714,0.0,0.0393,0.84,0.000137,0.079,0.425,184.061,252953.0
371,Tout Est Bon,1,2020-07-26,"Boef, Numidia",https://open.spotify.com/track/1tA3foex0E78CzVzNkDhdf,Netherlands,257403.0,0.791,0.861,8.0,-5.311,0.0,0.12,0.211,0.0,0.0833,0.962,95.216,155433.0
372,Réseaux,1,2017-08-13,Niska,https://open.spotify.com/track/2Pu2Kcm1cwFg4dDSdmFip4,France,203933.0,0.801,0.625,8.0,-7.785,1.0,0.197,0.149,0.0,0.122,0.347,150.056,196200.0
373,Sport,1,2021-11-26,Apache 207,https://open.spotify.com/track/0rRn3j1DLkhEI6XL52Gaie,Germany,714153.0,0.794,0.78,11.0,-3.373,0.0,0.0748,0.0073,9.99e-05,0.0516,0.628,165.009,175330.0
374,Laiaks Lüüa,1,2020-08-01,nublu,https://open.spotify.com/track/2Gc5ob0qOzs7bm3aOM80Kt,Estonia,7997.0,0.753,0.45,11.0,-9.925,1.0,0.209,0.609,0.0037,0.165,0.72,100.011,163800.0
375,GOOBA,1,2020-05-18,6ix9ine,https://open.spotify.com/track/4NhDYoQTYCdWHTvlbGVgwo,Bulgaria,5443.0,0.611,0.688,1.0,-5.688,1.0,0.341,0.0264,0.0,0.251,0.393,178.462,132303.0
376,Change,1,2018-02-18,ONE OK ROCK,https://open.spotify.com/track/6KBj27Bko8gh71gpx0PzIG,Japan,29341.0,0.357,0.75,8.0,-4.971,1.0,0.0533,0.00245,0.0,0.372,0.326,89.632,174628.0
377,Loco Contigo (with J. Balvin & Tyga),1,2019-07-10,"DJ Snake, J Balvin",https://open.spotify.com/track/1f38Gx6xQz6r4H1jGVNBJo,France,326170.0,0.822,0.743,6.0,-3.04,0.0,0.0567,0.285,2.31e-06,0.102,0.355,96.025,185195.0
378,Krvn,1,2021-06-09,UZI,https://open.spotify.com/track/4a1WLOoydq7u011UG9jjC9,Turkey,302840.0,0.966,0.582,8.0,-6.225,1.0,0.0837,0.138,1.92e-05,0.112,0.186,115.05,171880.0
379,เพื่อนเล่น ไม่เล่นเพื่อน (Just Being Friendly),1,2021-06-09,"Tilly Birds, MILLI",https://open.spotify.com/track/19KNYtZF0xP7VCIItvGSJZ,Thailand,79928.0,0.793,0.578,5.0,-4.607,1.0,0.0478,0.495,0.0,0.136,0.673,109.949,219818.0
380,Epäröimättä hetkeekään,1,2020-02-19,"Elastinen, Jenni Vartiainen",https://open.spotify.com/track/6efE8dnOMEq6omfJK96lCM,Finland,59112.0,0.47,0.669,8.0,-8.087,0.0,0.0728,0.0349,0.0,0.755,0.345,92.99,200740.0
381,Cupido (feat. Quavo),1,2018-02-18,Sfera Ebbasta,https://open.spotify.com/track/0dLToDou8YHYJpQltj3Ijy,Italy,319353.0,0.803,0.695,4.0,-5.164,0.0,0.0413,0.0622,0.0,0.105,0.458,119.978,210107.0
382,No Te Enamores,1,2018-12-23,Paloma Mami,https://open.spotify.com/track/0EJu1RBtxzldMG2peczuPv,Chile,344612.0,0.806,0.735,7.0,-4.459,0.0,0.0425,0.587,0.00889,0.0812,0.353,100.101,183398.0
383,Madonna,1,2021-03-20,"Bausa, Apache 207",https://open.spotify.com/track/6a3kNt1UlUOapDKmEr3JzZ,Germany,546768.0,0.806,0.565,11.0,-8.96,0.0,0.113,0.47,0.0,0.0824,0.311,116.963,195734.0
384,Rossz esték,1,2021-11-26,"ByeAlex és a Slepp, Manuel",https://open.spotify.com/track/3Xourl4xRz7cfHMznl0PlR,Hungary,39950.0,0.814,0.482,1.0,-7.208,1.0,0.302,0.0838,0.0,0.0818,0.925,167.971,204286.0
385,Tigers,1,2020-07-01,Bilal Wahib,https://open.spotify.com/track/7jnaow1bGpKO2VkgtYE8Vv,Netherlands,306531.0,0.841,0.485,4.0,-12.808,0.0,0.1,0.124,1.34e-06,0.166,0.725,111.943,130714.0
386,Rikkinäinen Prinsessa,1,2018-02-18,Nikke Ankara,https://open.spotify.com/track/3whMjJiy2d7Uv80A6Kmljw,Finland,71598.0,0.538,0.878,11.0,-4.427,0.0,0.0644,0.057,0.0,0.295,0.661,183.998,192488.0
387,Maalish,1,2021-02-21,Smallx,https://open.spotify.com/track/42CFrgrQ2SOvAXPSbnaH3e,Morocco,51867.0,0.539,0.373,7.0,-10.348,0.0,0.139,0.261,0.0,0.156,0.438,64.055,198000.0
388,Samma gamla vanliga - Remix,1,2021-11-13,"Cledos, ibe, Averagekidluke, A36",https://open.spotify.com/track/3EfMGeYXw69Saa14torWpK,Finland,53435.0,0.927,0.5,2.0,-10.523,1.0,0.158,0.23,0.00067,0.0598,0.779,111.062,190270.0
389,Azul,1,2020-06-18,J Balvin,https://open.spotify.com/track/2lCkncy6bIB0LTMT7kvrD1,Mexico,448717.0,0.843,0.836,11.0,-2.474,0.0,0.0695,0.0816,0.00138,0.0532,0.65,94.018,205933.0
390,Ég Vil Það,1,2017-08-13,"Chase Anthony, JóiPé",https://open.spotify.com/track/3BgrvYaXaaVuDxT9u0Rs1s,Iceland,10334.0,0.909,0.585,7.0,-9.112,0.0,0.184,0.0523,0.0,0.0824,0.658,103.003,219466.0
391,Fixette - Bonus,1,2021-11-13,Ziak,https://open.spotify.com/track/0Kvkx0NcqsdYOhQzYfDuDZ,France,366760.0,0.866,0.694,1.0,-5.222,0.0,0.363,0.168,0.0,0.0585,0.649,145.041,213594.0
392,Africain,1,2020-06-18,Stormy,https://open.spotify.com/track/2SUjVxW58Oof4jbBt8oe5c,Morocco,15588.0,0.521,0.691,2.0,-6.615,0.0,0.286,0.302,0.0024,0.0853,0.747,79.885,224721.0
393,Cold Heart - PNAU Remix,1,2021-11-13,"Elton John, Dua Lipa",https://open.spotify.com/track/7rglLriMNBPAyuJOMGwi39,Estonia,4060.0,0.795,0.8,1.0,-6.32,1.0,0.0309,0.0354,7.25e-05,0.0915,0.934,116.032,202735.0
394,Una volta ancora (feat. Ana Mena),1,2019-09-03,Fred De Palma,https://open.spotify.com/track/6gaeewGjNiQhWOUkWRSLTa,Italy,387885.0,0.771,0.638,8.0,-5.342,1.0,0.0622,0.0848,0.0,0.104,0.591,124.039,174291.0
395,Pa Mí - Remix,1,2019-03-16,"Dalex, Rafa Pabön, KHEA, Sech, Cazzu, Feid, Lenny Tavárez",https://open.spotify.com/track/224EVTFiLsdQignUFLvDeH,Panama,23021.0,0.688,0.62,11.0,-8.029,0.0,0.22,0.753,5.27e-06,0.158,0.727,170.018,360960.0
396,Come Again,1,2017-05-21,"Ronnie Flex, Boef",https://open.spotify.com/track/6xImOq7J8ty2xMj3AhPZTq,Netherlands,252596.0,0.68,0.735,7.0,-4.217,1.0,0.226,0.133,0.0,0.155,0.557,100.022,199432.0
397,LALISA,1,2021-09-14,LISA,https://open.spotify.com/track/7uQZVznj0uQOGC9KhV2Mg6,Thailand,190292.0,0.806,0.653,8.0,-6.283,1.0,0.0902,0.0282,0.000784,0.107,0.85,150.058,200690.0
398,Désaccordé,1,2018-02-18,Vald,https://open.spotify.com/track/0FYpW0zBO7cht8qGRY41Mz,France,192687.0,0.745,0.493,1.0,-8.403,0.0,0.368,0.43,0.0,0.116,0.449,150.162,214827.0
399,Secukupnya,1,2020-01-24,Hindia,https://open.spotify.com/track/5drW6PGRxkE6MxttzVLNk5,Indonesia,324592.0,0.731,0.796,9.0,-5.098,0.0,0.0344,0.19,0.0606,0.354,0.933,102.006,205466.0
400,Permission to Dance,1,2021-07-11,BTS,https://open.spotify.com/track/0LThjFY2iTtNdd4wviwVV2,Hong Kong,29677.0,0.702,0.741,9.0,-5.33,1.0,0.0427,0.00544,0.0,0.337,0.646,124.925,187585.0
401,Nooit Thuis,1,2020-06-18,"Boef, Ashafar",https://open.spotify.com/track/63ANvDI7YAyD6BzCpMGkOH,Netherlands,215264.0,0.778,0.743,9.0,-6.099,0.0,0.141,0.392,0.0,0.0631,0.555,121.036,160960.0
402,記憶棉,1,2021-11-26,MC 張天賦,https://open.spotify.com/track/1ZrnCyms7CBYsCvkkVIkt8,Hong Kong,37461.0,0.491,0.533,9.0,-7.594,1.0,0.0473,0.393,0.0,0.0944,0.214,149.856,273390.0
403,"Illegal Weapon 2.0 (From ""Street Dancer 3D"")",1,2020-01-24,"Jasmine Sandlas, Garry Sandhu, Tanishk Bagchi, Intense",https://open.spotify.com/track/5fXslGZPI5Cco6PKHzlSL3,India,192161.0,0.805,0.919,1.0,-1.294,1.0,0.0938,0.101,0.00343,0.0598,0.494,94.993,188606.0
404,"Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]",1,2021-05-13,"Tion Wayne, Russ Millions",https://open.spotify.com/track/6uvMKqNlrSvcC4NaKnrwjZ,Ireland,57173.0,0.883,0.674,11.0,-8.043,0.0,0.357,0.21,0.0,0.0678,0.73,141.02,278085.0
405,Sick Boy,1,2018-02-18,The Chainsmokers,https://open.spotify.com/track/7jqDzXJS0K0Re8uphYNit0,Czech Republic,12460.0,0.548,0.58,11.0,-7.524,0.0,0.121,0.104,0.0,0.127,0.462,180.066,193893.0
406,Mind1,1,2021-07-11,"Azahriah, DESH",https://open.spotify.com/track/0urTgP4nVlcZuiMVAUepCQ,Hungary,27663.0,0.741,0.658,2.0,-8.631,1.0,0.0717,0.548,0.0,0.119,0.467,103.942,191538.0
407,Fallen Angel,1,2021-02-21,TIX,https://open.spotify.com/track/1ISMa0THMDKFBq2UMfm02e,Norway,150455.0,0.542,0.647,1.0,-4.973,1.0,0.0277,0.071,0.0,0.108,0.281,92.999,173786.0
408,Wild Thoughts (feat. Rihanna & Bryson Tiller),1,2017-06-22,DJ Khaled,https://open.spotify.com/track/1OAh8uOEOvTDqkKFsKksCi,Bulgaria,3080.0,0.671,0.672,0.0,-3.094,0.0,0.0688,0.0329,0.0,0.118,0.632,97.979,204173.0
409,Calmo,1,2020-01-24,"Shiva, tha Supreme",https://open.spotify.com/track/6A5qLjVbEC2vNlu17tsExI,Italy,607831.0,0.579,0.824,7.0,-5.356,1.0,0.296,0.0722,0.0,0.259,0.477,165.854,151084.0
410,Senza Pagare VS T-Pain (feat. T-Pain),1,2017-08-13,"J-AX, Fedez",https://open.spotify.com/track/0YOUE1TlkgSbkNvWkZkEVp,Italy,143704.0,0.679,0.625,6.0,-6.668,1.0,0.0405,0.0296,0.0,0.106,0.489,96.035,210099.0
411,בית משוגעים,1,2021-05-13,Ran Danker,https://open.spotify.com/track/66iaD8MCoVnBtqUhuzdglT,Israel,19330.0,0.778,0.577,5.0,-6.766,0.0,0.173,0.104,2.97e-06,0.122,0.361,99.05,169848.0
412,Sobrio,1,2021-10-24,Maluma,https://open.spotify.com/track/4HzqWEdAbzcVFDv0pvxV4w,Peru,92163.0,0.762,0.77,5.0,-2.758,1.0,0.223,0.138,0.0,0.15,0.631,177.998,201181.0
413,NUOVO RANGE (con SFERA EBBASTA),1,2021-05-13,"Rkomi, Junior K",https://open.spotify.com/track/3fxSSvnUS7ALxmhOckb7t6,Italy,409897.0,0.68,0.76,1.0,-4.866,0.0,0.0556,0.233,0.0,0.13,0.709,82.54,176773.0
414,Mikasa,1,2020-03-17,ElGrandeToto,https://open.spotify.com/track/35qWjwAz2QFDed4Jb5gTSG,Morocco,5496.0,0.717,0.575,4.0,-7.941,0.0,0.326,0.349,0.0,0.13,0.36,77.05,176187.0
415,Ayer Me Llamó Mi Ex (feat. Lenny Santos),1,2020-08-26,KHEA,https://open.spotify.com/track/6C6mUonH6MNdSg5pw7kOc9,Spain,587275.0,0.752,0.716,10.0,-5.2,0.0,0.0325,0.254,0.0,0.243,0.553,117.007,206760.0
416,Bosses,1,2020-08-01,"SNIK, Light, Mad Clip",https://open.spotify.com/track/4lRQP4PC7ZHQnkPuq8N52N,Greece,68009.0,0.68,0.887,6.0,-3.398,0.0,0.404,0.36,0.0,0.085,0.484,150.078,224000.0
417,breeze,1,2021-10-12,"Samey, Gleb, Natalia Hulejova",https://open.spotify.com/track/1dkTyDuDkpgfTyti3REUVE,Slovakia,12689.0,0.891,0.621,10.0,-8.104,0.0,0.258,0.1,0.0,0.422,0.584,129.99,186994.0
418,Godzilla (feat. Juice WRLD),1,2020-01-24,Eminem,https://open.spotify.com/track/7FIWs0pqAYbP91WWM0vlTQ,Ireland,60814.0,0.808,0.745,10.0,-5.26,0.0,0.342,0.145,0.0,0.292,0.829,165.995,210800.0
419,Bir İhtimal Biliyorum,1,2018-12-22,Gülşen,https://open.spotify.com/track/24mpJgP2YZUBif9NvmYyh4,Turkey,160662.0,0.692,0.518,1.0,-9.391,1.0,0.0407,0.0183,0.0,0.284,0.326,98.02,210232.0
420,Tranquillo (feat. Branco),1,2018-02-18,Gilli,https://open.spotify.com/track/69T50mZU6jlxdrrZrrxRNW,Denmark,90115.0,0.722,0.628,4.0,-6.895,0.0,0.0879,0.0168,0.0,0.136,0.303,103.007,208544.0
421,Hij Is Van Mij (feat. Bizzey),1,2019-03-16,"Kris Kross Amsterdam, Maan, Tabitha",https://open.spotify.com/track/6716bTJI7qiHJFFSR0Ethe,Netherlands,258268.0,0.689,0.794,4.0,-5.085,0.0,0.0872,0.206,0.0,0.581,0.627,99.985,214387.0
422,Main Tumhara,1,2020-07-26,"A.R. Rahman, Jonita Gandhi, Hriday Gattani",https://open.spotify.com/track/2ZvWoJ82LKCgD0nU9H5ue5,India,330405.0,0.236,0.14,7.0,-13.478,1.0,0.0343,0.916,0.000148,0.087,0.123,76.805,258726.0
423,Talk,1,2019-03-16,"Khalid, Disclosure",https://open.spotify.com/track/0rTV5WefWd1J3OwIheTzxM,New Zealand,38232.0,0.9,0.4,0.0,-8.443,1.0,0.124,0.0501,0.0,0.0876,0.338,136.001,197487.0
424,Akad,1,2017-08-13,Payung Teduh,https://open.spotify.com/track/5CwcXgsF9jcyqwkl5uxKnD,Indonesia,67087.0,0.512,0.767,9.0,-5.76,1.0,0.0853,0.408,0.0495,0.176,0.757,91.507,259565.0
425,Raske Briller,1,2019-03-16,Nicolay Ramm,https://open.spotify.com/track/5lwU311GwiiWBhcXrdy1R4,Norway,140805.0,0.718,0.723,8.0,-7.716,1.0,0.0378,0.0174,0.0,0.0948,0.421,104.044,198562.0
426,Boy With Luv (feat. Halsey),1,2019-05-27,BTS,https://open.spotify.com/track/5KawlOMHjWeUjQtnuRs22c,Malaysia,53105.0,0.645,0.862,11.0,-4.757,0.0,0.0965,0.0923,0.0,0.192,0.798,119.991,229773.0
427,No Time To Die,1,2020-02-19,Billie Eilish,https://open.spotify.com/track/73SpzrcaHk0RQPFP73vqVR,Hungary,19402.0,0.38,0.219,4.0,-13.273,0.0,0.0358,0.917,0.0104,0.0827,0.0517,73.537,242265.0
428,Fame,1,2020-05-18,Apache 207,https://open.spotify.com/track/3goH7O78TLkV9RhCAyM4AT,Germany,835695.0,0.811,0.645,1.0,-8.008,0.0,0.104,0.184,0.0,0.103,0.474,129.967,173761.0
429,Pura Pura Lupa,1,2020-02-19,Mahen,https://open.spotify.com/track/6Aw5k0jkFceYayaJoRupLT,Indonesia,313115.0,0.529,0.446,11.0,-9.167,1.0,0.0294,0.757,0.000764,0.146,0.14,111.903,246964.0
430,Recairei - Ao Vivo,1,2020-10-18,Os Barões Da Pisadinha,https://open.spotify.com/track/2JTir3y1VuJQmexiTCMcTP,Brazil,853662.0,0.582,0.937,10.0,-2.118,1.0,0.0858,0.449,0.0,0.684,0.939,168.096,166838.0
431,Do It To It,1,2021-12-31,"ACRAZE, Cherish",https://open.spotify.com/track/20on25jryn53hWghthWWW3,Austria,47823.0,0.854,0.806,11.0,-8.262,0.0,0.0886,0.0209,0.0542,0.0703,0.637,124.927,157890.0
432,Pauwi Nako,1,2019-03-16,"PDL, Skusta Clee, Jnske, Bullet D, Yuridope, Flow G",https://open.spotify.com/track/2tzAN1L07SNwnOdgOEeuQr,Philippines,270329.0,0.657,0.746,1.0,-6.277,1.0,0.0464,0.0175,0.0,0.107,0.467,136.887,341574.0
433,Ring,1,2021-03-20,Fy,https://open.spotify.com/track/5g5GOBG3mTODUxegwjK4VL,Greece,22220.0,0.825,0.461,5.0,-8.748,0.0,0.0595,0.408,0.0,0.095,0.482,129.966,221538.0
434,Sie ruft,1,2020-08-01,Apache 207,https://open.spotify.com/track/4CyCHkhRsDXUeP5K4Y3xjU,Germany,817487.0,0.819,0.507,1.0,-7.336,0.0,0.0881,0.482,0.00628,0.105,0.634,130.009,152013.0
435,LA CANZONE NOSTRA ⟁ ︎(con BLANCO & SALMO),1,2021-02-21,MACE,https://open.spotify.com/track/1uXJYnCsXy2v50y0fDEEiV,Italy,376697.0,0.658,0.674,5.0,-6.848,0.0,0.0484,0.114,1.84e-05,0.147,0.164,129.914,237614.0
436,Kunigunda,1,2021-07-08,Vaidas Baumila,https://open.spotify.com/track/4y8aCoEUWXCHAgKo0cDcNy,Lithuania,12661.0,0.805,0.797,0.0,-6.978,1.0,0.0339,0.0277,4.5e-06,0.0623,0.88,129.974,179782.0
437,Atrasadinha - Ao Vivo,1,2018-12-23,"Felipe Araújo, Ferrugem",https://open.spotify.com/track/5EKHbW7mXcAR4hCyS3YXjb,Brazil,732901.0,0.676,0.844,7.0,-3.396,1.0,0.109,0.498,0.0,0.866,0.716,159.969,172767.0
438,Liberdade Provisória,1,2019-12-24,Henrique & Juliano,https://open.spotify.com/track/1vG3YuKRYqPwTmNmYgqkpg,Brazil,1061221.0,0.668,0.684,1.0,-5.937,1.0,0.0527,0.627,0.0,0.923,0.7,108.138,187986.0
439,Croissantid,1,2020-05-18,nublu,https://open.spotify.com/track/5Ophz1hIzW8gau39HkFzQl,Estonia,5418.0,0.896,0.563,9.0,-6.746,0.0,0.0575,0.459,0.000114,0.0943,0.851,123.982,156774.0
440,Versace on the Floor,1,2017-01-20,Bruno Mars,https://open.spotify.com/track/0kN8xEmgMW9mh7UmDYHlJP,Philippines,287247.0,0.578,0.574,2.0,-6.209,1.0,0.0454,0.196,0.0,0.083,0.301,174.152,261240.0
441,Khairiyat,1,2020-06-18,"Pritam, Arijit Singh",https://open.spotify.com/track/5O932cZmzOZGOGZz9RHx20,India,147498.0,0.534,0.481,0.0,-9.016,0.0,0.0412,0.697,0.0,0.142,0.293,124.914,280282.0
442,Flýg (feat. Bubbi Morthens),1,2020-06-18,Haki,https://open.spotify.com/track/78hq6WVo04puawK6nhcbTV,Iceland,9183.0,0.818,0.484,7.0,-8.941,1.0,0.373,0.0054,0.0,0.257,0.17,140.009,212091.0
443,Brown Munde,1,2021-02-21,"AP Dhillon, Gminxr, Gurinder Gill, Shinda Kahlon",https://open.spotify.com/track/58f4twRnbZOOVUhMUpplJ4,India,361219.0,0.854,0.611,8.0,-6.26,0.0,0.0864,0.223,0.0,0.119,0.417,100.024,254400.0
444,I LOVE...,1,2020-04-15,Official HIGE DANdism,https://open.spotify.com/track/6Yrkz3dWqy933CQWQc4Yah,Japan,190769.0,0.54,0.706,9.0,-5.235,1.0,0.0543,0.0171,0.0,0.225,0.385,172.021,282027.0
445,JAUNÉ,1,2020-05-18,"Booba, Zed",https://open.spotify.com/track/4fW3EMRzAfj8aNMsF3zMwt,France,314719.0,0.793,0.57,1.0,-8.852,1.0,0.15,0.137,0.0,0.101,0.655,140.003,215948.0
446,Otra vez (feat. J Balvin),1,2017-01-06,Zion & Lennox,https://open.spotify.com/track/3QwBODjSEzelZyVjxPOHdq,Colombia,43415.0,0.832,0.772,10.0,-5.429,1.0,0.1,0.0559,0.000486,0.44,0.704,96.016,209453.0
447,"Calipso (with Dardust) (feat. Sfera Ebbasta, Mahmood & Fabri Fibra)",1,2019-05-27,Charlie Charles,https://open.spotify.com/track/45zJRuzK9e6AO527NOW7Fy,Italy,400066.0,0.775,0.661,6.0,-6.178,0.0,0.183,0.0261,2.09e-05,0.112,0.467,112.029,190700.0
